,region,ethnicity,age_start,age_end,sex,year_start,year_end,mean_value
374,East Midlands,BLA,44,45,Female,2024,2025,0.0141355100901827
375,East Midlands,BLA,45,46,Female,2020,2021,0.0118477991629761
376,East Midlands,BLA,45,46,Female,2021,2022,0.0118984849347963
377,East Midlands,BLA,45,46,Female,2022,2023,0.0119396671244002
378,East Midlands,BLA,45,46,Female,2023,2024,0.0119650100103103
379,East Midlands,BLA,45,46,Female,2024,2025,0.0119776814532654
380,East Midlands,BLA,46,47,Female,2020,2021,0.0108125840240079
381,East Midlands,BLA,46,47,Female,2021,2022,0.0108588410679608
382,East Midlands,BLA,46,47,Female,2022,2023,0.0108964249161726
383,East Midlands,BLA,46,47,Female,2023,2024,0.0109195534381491
384,East Midlands,BLA,46,47,Female,2024,2025,0.0109311176991373
385,East Midlands,BLA,47,48,Female,2020,2021,0.0091180625151586
386,East Midlands,BLA,47,48,Female,2021,2022,0.0091570702692341
387,East Midlands,BLA,47,48,Female,2022,2023,0.0091887640694205
388,East Midlands,BLA,47,48,Female,2023,2024,0.0092082679464583
389,East Midlands,BLA,47,48,Female,2024,2025,0.0092180198849772
390,East Midlands,BLA,48,49,Female,2020,2021,0.0076682153530525
391,East Midlands,BLA,48,49,Female,2021,2022,0.0077010205524239
392,East Midlands,BLA,48,49,Female,2022,2023,0.0077276747769131
393,East Midlands,BLA,48,49,Female,2023,2024,0.0077440773765987
394,East Midlands,BLA,48,49,Female,2024,2025,0.0077522786764416
395,East Midlands,BLA,49,50,Female,2020,2021,0.0063708346847021
396,East Midlands,BLA,49,50,Female,2021,2022,0.0063980895924441
397,East Midlands,BLA,49,50,Female,2022,2023,0.0064202342049845
398,East Midlands,BLA,49,50,Female,2023,2024,0.0064338616588555
399,East Midlands,BLA,49,50,Female,2024,2025,0.006440675385791
400,East Midlands,BLC,10,11,Female,2020,2021,0.0002841913633629
401,East Midlands,BLC,10,11,Female,2021,2022,0.0002854071552917
402,East Midlands,BLC,10,11,Female,2022,2023,0.0002863949862339
403,East Midlands,BLC,10,11,Female,2023,2024,0.0002870028821983
404,East Midlands,BLC,10,11,Female,2024,2025,0.0002873068301805
405,East Midlands,BLC,11,12,Female,2020,2021,0.0012814514209973
