DZ,DZname,SIMD2020v2_Rank,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,Population,Working_Age_Population,URclass,URname,IZcode,IZname,LAcode,LAname,HBcode,HBname,MMWcode,MMWname,SPCcode,SPCname
S01012262,Tweeddale East Landward,4070,12,6,3,4754,4244,5740,5106,311,3555,4170,977,641,5,Accessible Rural,S02002295,Tweeddale East Area,S12000026,Scottish Borders,S08000016,Borders,S13002762,Tweeddale East,S16000131,"Midlothian South, Tweeddale and Lau"
S01012263,Walkerburn,2560,8,4,2,2752,2588,2445,2756,1486,5655,2190,695,438,5,Accessible Rural,S02002295,Tweeddale East Area,S12000026,Scottish Borders,S08000016,Borders,S13002762,Tweeddale East,S16000131,"Midlothian South, Tweeddale and Lau"
S01012264,Innerleithen - North,4953,15,8,4,4364,3821.5,6553,5597,2697,4073,4237,461,258,3,Accessible Small Towns,S02002295,Tweeddale East Area,S12000026,Scottish Borders,S08000016,Borders,S13002762,Tweeddale East,S16000131,"Midlothian South, Tweeddale and Lau"
S01012265,Innerleithen - East,3119,9,5,3,2910,2976,2571,3490,2893,5506,2306.5,761,455,3,Accessible Small Towns,S02002295,Tweeddale East Area,S12000026,Scottish Borders,S08000016,Borders,S13002762,Tweeddale East,S16000131,"Midlothian South, Tweeddale and Lau"
S01012266,Innerleithen - South,4228,13,7,4,3602,3738,3780,3992,4557,4030,5572,1166,659,3,Accessible Small Towns,S02002295,Tweeddale East Area,S12000026,Scottish Borders,S08000016,Borders,S13002762,Tweeddale East,S16000131,"Midlothian South, Tweeddale and Lau"
S01012267,Innerleithen - West,6302,19,10,5,5869,5633,5853,5699,4532,3956,6067,753,433,3,Accessible Small Towns,S02002295,Tweeddale East Area,S12000026,Scottish Borders,S08000016,Borders,S13002762,Tweeddale East,S16000131,"Midlothian South, Tweeddale and Lau"
S01012268,Earlston and Melrose Landward,5102,15,8,4,5338,5631,6204,5730,405,6490,4922,612,390,5,Accessible Rural,S02002296,Earlston Stow and Clovernfords Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012269,Earlston - West,5466,16,8,4,4422,5209,5364,4848,3602,5858.5,6273,948,540,5,Accessible Rural,S02002296,Earlston Stow and Clovernfords Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012270,Earlston - East,3783,11,6,3,3585.5,3518,4096,3976,2227,3629,3183,780,460,5,Accessible Rural,S02002296,Earlston Stow and Clovernfords Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012271,Heriot - Fountainhall - Stow Landward,3750,11,6,3,4232,5501,5185,4460,61,5360,3627,1643,1063,5,Accessible Rural,S02002296,Earlston Stow and Clovernfords Area,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012272,Stow,4872,14,7,4,4805.5,4576,6027,4433,1454,4828,3846,711,441,5,Accessible Rural,S02002296,Earlston Stow and Clovernfords Area,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012273,Clovenfords and Area,5724,17,9,5,6195,6308,5422,6028,701,6264,6201,906,542,5,Accessible Rural,S02002296,Earlston Stow and Clovernfords Area,S12000026,Scottish Borders,S08000016,Borders,S13002762,Tweeddale East,S16000131,"Midlothian South, Tweeddale and Lau"
S01012274,Galashiels - N - Halliburton,3787,11,6,3,4007,3516,4435,2809,3118,2168,3719,871,565,2,Other Urban Areas,S02002297,Galashiels North,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012275,Galashiels - N - Town Centre,1696,5,3,2,2270,1721,1526,1684,6680,74,1188,781,590,2,Other Urban Areas,S02002297,Galashiels North,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012276,Galashiels - N - Windyknowe,2921,9,5,3,3685,2650.5,2765,2635,3594,1074,2782,958,600,2,Other Urban Areas,S02002297,Galashiels North,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012277,Galashiels - N - Wood St,2835,9,5,3,2827,3040,2573,2500,2407,3479,3821,1057,735,2,Other Urban Areas,S02002297,Galashiels North,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012278,Galashiels - W - Old Town,2123,7,4,2,2283,2163,2465,1784,6835,212,2550,684,472,2,Other Urban Areas,S02002298,Galashiels West,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012279,Galashiels - W - Thistle St,1878,6,3,2,1918.5,1665,2265,972,6038,2896,2024,736,519,2,Other Urban Areas,S02002298,Galashiels West,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012280,Galashiels - W - Balmoral Rd,2616,8,4,2,2490.5,1972,3413,2270,4509,4761,3432,949,616,2,Other Urban Areas,S02002298,Galashiels West,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012281,Galashiels - W - Balmoral Pl,3458,10,5,3,3346,3937.5,2446,2820,6557,1226,2467.5,683,462,2,Other Urban Areas,S02002298,Galashiels West,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012282,Galashiels - S - Netherdale,5082,15,8,4,4795,5704,4438,4628,1809,3774,5945,1053,642,2,Other Urban Areas,S02002299,Galashiels South,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012283,Galashiels - S - St Peters Sch,3311,10,5,3,2401,2850,4605,3133,5371,3115,5798,890,512,2,Other Urban Areas,S02002299,Galashiels South,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012284,Galashiels - S - Huddersfield,1963,6,3,2,2140,2105,1940,1636,6628,261,2055,785,490,2,Other Urban Areas,S02002299,Galashiels South,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012285,Galashiels - S - Glenfield,4603,14,7,4,4749,3191,5668,4377,4917,1893,4059,514,282,2,Other Urban Areas,S02002299,Galashiels South,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012286,Gala - Langlee - East,2274,7,4,2,3250,2467,1726,1766,2186,1591,2535,1020,674,2,Other Urban Areas,S02002300,Langlee,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012287,Gala - Langlee - Central,277,1,1,1,224,339,440,342,5074,617,2299,865,546,2,Other Urban Areas,S02002300,Langlee,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012288,Gala - Langlee - West,993,3,2,1,1089,882,1090,956,3681,1369,2558,757,480,2,Other Urban Areas,S02002300,Langlee,S12000026,Scottish Borders,S08000016,Borders,S13002763,Galashiels and District,S16000131,"Midlothian South, Tweeddale and Lau"
S01012289,Gattonside - Darnick - Chiefswood,5160,15,8,4,4753,4748,6574,5718,1069,6669,6045,888,478,5,Accessible Rural,S02002301,Melrose and Tweedbank Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012290,Melrose - Newstead,3793,11,6,3,3307,2890,4380,4483,3917,4004,2922,578,333,5,Accessible Rural,S02002301,Melrose and Tweedbank Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012291,Melrose - Dingleton Hill,5727,17,9,5,5060,4783,6555,5438,2880,6609,5781,1132,713,5,Accessible Rural,S02002301,Melrose and Tweedbank Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012292,Melrose - High Street,6583,19,10,5,6151,5721,6437,4575,6384,4947,6641,754,363,5,Accessible Rural,S02002301,Melrose and Tweedbank Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012293,Tweedbank - West,4123,12,6,3,3851,3660,5540,4159,1184,6673,6254,450,263,2,Other Urban Areas,S02002301,Melrose and Tweedbank Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012294,Tweedbank - North,2848,9,5,3,3043,2960,3127,2376,1203,6127,4490.5,793,516,2,Other Urban Areas,S02002301,Melrose and Tweedbank Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012295,Tweedbank - East,4206,13,7,4,4098,4641,4050,3854,1054,6109,6408,779,526,2,Other Urban Areas,S02002301,Melrose and Tweedbank Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012296,Lauder - South,6292,19,10,5,5880.5,6226.5,5982,5497,2666,5858.5,6017,948,554,5,Accessible Rural,S02002302,Lauder and Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012297,Blainslie and Legerwood,5268,16,8,4,6172.5,6613,6109,5693,197,5807,6072,614,367,5,Accessible Rural,S02002302,Lauder and Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012298,Lauder - North,4877,14,7,4,3703,4607.5,4792,4793,3880,4933,5139,842,459,5,Accessible Rural,S02002302,Lauder and Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012299,Oxton and Area,4599,14,7,4,6024,5476,5240,5457,119,5151,4814,628,413,6,Remote Rural,S02002302,Lauder and Area,S12000026,Scottish Borders,S08000016,Borders,S13002765,Leaderdale and Melrose,S16000131,"Midlothian South, Tweeddale and Lau"
S01012300,Greenlaw,3057,9,5,3,2675.5,2871.5,2566,3233,4292,3708,4184.5,629,392,6,Remote Rural,S02002303,Berwickshire Central,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012301,Swinton Leithholm and Fogo Area,3965,12,6,3,4389,4536,5175,4715,268,5256,4201,886,555,5,Accessible Rural,S02002303,Berwickshire Central,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012302,Cranshaws - Abbey St Bathans Area,2561,8,4,2,3470,2599,5170,3953,26,6130,4636,597,394,5,Accessible Rural,S02002303,Berwickshire Central,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012303,Westruther and Polwarth Area,4235,13,7,4,5040,5114,4665,6136,116,5664,5111,981,568,6,Remote Rural,S02002303,Berwickshire Central,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012304,Gordon and Hume Area,4478,13,7,4,5409,4767,5152,4967,295,6015,4749,1069,615,5,Accessible Rural,S02002303,Berwickshire Central,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012305,Duns - South,3950,12,6,3,3757,3004,3405,3921,5063,4771,4323,779,437,5,Accessible Rural,S02002304,Duns,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012306,Duns - West,2774,8,4,2,2704.5,2051,2940,2601,5482,3922,4139,559,290,5,Accessible Rural,S02002304,Duns,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012307,Duns - North,2990,9,5,3,2940,2347,3196,2595,5246,3013,5353,591,383,5,Accessible Rural,S02002304,Duns,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012308,Duns - East,5074,15,8,4,4593,4754,3191,5627,3472,6645,4583,827,498,5,Accessible Rural,S02002304,Duns,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012309,Ayton,3835,11,6,3,3634,4059,3544,4093,1156,6758,5140,607,346,5,Accessible Rural,S02002305,Berwickshire East,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012310,St Abbs and Eyemouth Landward,3966,12,6,3,4564,4478,3850,5118,563,2803,4066,881,515,5,Accessible Rural,S02002305,Berwickshire East,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012311,Coldingham,4527,13,7,4,3923,3494,5334,4063,4310,4347,4958,514,290,5,Accessible Rural,S02002305,Berwickshire East,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012312,Reston and Coldingham Moor Area,3260,10,5,3,3732.5,4292,4046,4154,127,5424,5007,975,580,5,Accessible Rural,S02002305,Berwickshire East,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012313,Cockburnspath and Area,3408,10,5,3,3994,3668,4885,4216,218,5159,5404,736,488,6,Remote Rural,S02002305,Berwickshire East,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012314,Eyemouth - Gunsgreen,2981,9,5,3,2715,3152,2230,3066,3604,4109,2338,802,459,3,Accessible Small Towns,S02002306,Eyemouth,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012315,Eyemouth - Seafront Harbour,2379,7,4,2,2317,1614,4973,2577,6117,739,2401,692,354,3,Accessible Small Towns,S02002306,Eyemouth,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012316,Eyemouth - Central,2312,7,4,2,2458,2403,988,2388,6243,3332,3392,604,320,3,Accessible Small Towns,S02002306,Eyemouth,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012317,Eyemouth - South,3802,11,6,3,3142,3989,2590,4316,5031,2509,3898.5,688,383,3,Accessible Small Towns,S02002306,Eyemouth,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012318,Eyemouth - North,2672,8,4,2,2771,2590,2111,2609,3618,3397,2866,771,464,3,Accessible Small Towns,S02002306,Eyemouth,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012319,Preston and Manderston Area,4002,12,6,3,4462,4168,3858,5460,454,6587,3609,718,466,5,Accessible Rural,S02002307,Chirnside and Area,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012320,Chirnside - West,3357,10,5,3,2748.5,3394,2206,3324,6099,4999,2600,584,330,5,Accessible Rural,S02002307,Chirnside and Area,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012321,Chirnside - East,4183,12,6,3,3845,3306,3882,3848,5811,3717,3678,860,479,5,Accessible Rural,S02002307,Chirnside and Area,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012322,Whitsome Allanton and Hutton Area,4466,13,7,4,4515,4911,5136,6137,322,6875,4006,991,577,5,Accessible Rural,S02002307,Chirnside and Area,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012323,Foulden and Area,4823,14,7,4,4981,5186,5589,5531,535,4956,5114.5,853,525,5,Accessible Rural,S02002307,Chirnside and Area,S12000026,Scottish Borders,S08000016,Borders,S13002767,East Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012324,Birgham and Ladykirk Area,3961,12,6,3,4280,3881,4891,4665,519,6464,4315,880,495,5,Accessible Rural,S02002308,Coldstream and Area,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012325,Coldstream - West,4833,14,7,4,4024.5,4198,3912,5224,3626,6066,6542,563,260,5,Accessible Rural,S02002308,Coldstream and Area,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012326,Coldstream - South,1586,5,3,2,1549,1292,1821,1934,6934,624,2314,525,292,5,Accessible Rural,S02002308,Coldstream and Area,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012327,Coldstream - East,4115,12,6,3,3864,3716,3001,4124,4435,3646,4723,783,438,5,Accessible Rural,S02002308,Coldstream and Area,S12000026,Scottish Borders,S08000016,Borders,S13002766,Mid Berwickshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012328,Town Yetholm,3451,10,5,3,4072,2698,5293,3951,697,6152,4176,611,317,6,Remote Rural,S02002309,Cheviot East,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012329,Morebattle Hownam and Area,3301,10,5,3,4299,3473,4704,5289,64,5932,5533,841,478,6,Remote Rural,S02002309,Cheviot East,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012330,Kelso S - Pinnaclehill,4026,12,6,3,3790,3358,4126,4254,3715,2257,6251,554,294,4,Remote Small Towns,S02002309,Cheviot East,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012331,Kelso S - Maxwellheugh,6135,18,9,5,6296,6551,5059,5464,1611,6590,6721,719,430,4,Remote Small Towns,S02002309,Cheviot East,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012332,Smailholm Stitchill and Ednam Area,4715,14,7,4,5023,5102,4938,5616,397,6870,5761,953,570,6,Remote Rural,S02002309,Cheviot East,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012333,Sprouston and Area,4620,14,7,4,4986,5406,4766,5020,364,6552,5490,1013,569,6,Remote Rural,S02002309,Cheviot East,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012334,Kelso N - High Croft Orchard Park,3879,12,6,3,3756,3725,2388,3989,3952,4060,5092,918,486,4,Remote Small Towns,S02002310,Kelso North,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012335,Kelso N - Hendersyde Oakfield,4673,14,7,4,4230,4283,2981,4646,3953,5828,6141,934,593,4,Remote Small Towns,S02002310,Kelso North,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012336,Kelso N - Abbotseat,4994,15,8,4,4150,5047,2754,5078,5014,5841,5792,627,338,4,Remote Small Towns,S02002310,Kelso North,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012337,Kelso N - Poynder Park,1868,6,3,2,1587,1161,3085,2326,6193,1358,5086,799,495,4,Remote Small Towns,S02002310,Kelso North,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012338,Kelso S - Bowmont and Edenside,3426,10,5,3,3033,2953,3039,3117,6163,3934,3019,686,397,4,Remote Small Towns,S02002311,Kelso South,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012339,Kelso S - Abbey,2911,9,5,3,3068,2483,2934,2755,6495,973,3147,589,341,4,Remote Small Towns,S02002311,Kelso South,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012340,Kelso S - Broomlands,3563,11,6,3,2951,2823,3474,4729,3955,3974,5766.5,1077,543,4,Remote Small Towns,S02002311,Kelso South,S12000026,Scottish Borders,S08000016,Borders,S13002768,Kelso and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012341,Oxnam and Camptown Area,4809,14,7,4,5107.5,5930.5,5386,5946,243,5578,5170,925,573,5,Accessible Rural,S02002312,Cheviot West,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012342,Ancrum and Lanton Area,4137,12,6,3,4573,4093,4871,4744,498,6389,5188,1047,585,5,Accessible Rural,S02002312,Cheviot West,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012343,Roxburgh Heiton Eckford Area,4484,13,7,4,4919,4999,5558,5342,347,3880,5773,979,601,6,Remote Rural,S02002312,Cheviot West,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012344,Newtown St Boswells - South,2966,9,5,3,2863,2629,3134,2750,3992,2899,3245,650,412,5,Accessible Rural,S02002313,St Boswells and Newtown Area,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012345,Newtown St Boswells - North,4355,13,7,4,4148,3820,3654,4378,3071,5308,3614,681,444,5,Accessible Rural,S02002313,St Boswells and Newtown Area,S12000026,Scottish Borders,S08000016,Borders,S13002764,Selkirkshire,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012346,Dryburgh Charlesfield Maxton Area,4882,14,7,4,5436,5975,4980,5229,284,6851,5975.5,863,502,5,Accessible Rural,S02002313,St Boswells and Newtown Area,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012347,St Boswells - East,4947,15,8,4,4282,5028,3583,4745,2968,6089,5968,765,417,5,Accessible Rural,S02002313,St Boswells and Newtown Area,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012348,St Boswells - West,5214,15,8,4,4539,4188,5866,5119,3403,5341,5896,695,340,5,Accessible Rural,S02002313,St Boswells and Newtown Area,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012349,Jedburgh - Howden,3459,10,5,3,2872.5,3124,3034,3666,4075,4915,5523,833,494,3,Accessible Small Towns,S02002314,Jedburgh,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012350,Jedburgh - Doom Hill,2453,8,4,2,2048.5,2123.5,2861,3102,5048,1674,4553,750,428,3,Accessible Small Towns,S02002314,Jedburgh,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012351,Jedburgh - East Central,2620,8,4,2,2357,2578,1960,2568,5673,2617,5991,833,495,3,Accessible Small Towns,S02002314,Jedburgh,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012352,Jedburgh - West Central,4847,14,7,4,3469,4973,3878,4126,6732,4131,5141,741,426,3,Accessible Small Towns,S02002314,Jedburgh,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012353,Jedburgh - Abbey,2281,7,4,2,2163,1792,2234,2941,6636,1593,2369,725,444,3,Accessible Small Towns,S02002314,Jedburgh,S12000026,Scottish Borders,S08000016,Borders,S13002769,Jedburgh and District,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012354,Newcastleton,3765,11,6,3,3047,2972,2976,3957,6354,6107,6087,777,426,6,Remote Rural,S02002315,Denholm and Hermitage,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012355,Teviothead and Hermitage Area,3079,9,5,3,3477,4174.5,4146,4375,66,6035,4405,908,564,5,Accessible Rural,S02002315,Denholm and Hermitage,S12000026,Scottish Borders,S08000016,Borders,S13002771,Hawick and Hermitage,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012356,Denholm,5287,16,8,4,4813,4498.5,3928,5101,5009,5988,4281,695,394,5,Accessible Rural,S02002315,Denholm and Hermitage,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012357,Minto Cauldmill and Boonraw Area,4583,14,7,4,5214,6021.5,5023,4386,213,6032,6625,905,522,5,Accessible Rural,S02002315,Denholm and Hermitage,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012358,Bonchester Bridge and Chesters Area,3892,12,6,3,4518.5,5290,4844,4893,58,6620,6180,768,437,5,Accessible Rural,S02002315,Denholm and Hermitage,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012359,Hawick - Burnfoot - South East,564,2,1,1,843.5,845,174,668,2093,807,3063,760,450,2,Other Urban Areas,S02002316,Burnfoot,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
S01012360,Hawick - Burnfoot - Central,619,2,1,1,567,1052,514,563,2780,697,1366,760,414,2,Other Urban Areas,S02002316,Burnfoot,S12000026,Scottish Borders,S08000016,Borders,S13002770,Hawick and Denholm,S16000111,"Ettrick, Roxburgh and Berwickshire"
